Search term,Campaign,Ad group,Match type,Added/Excluded,Clicks,Impr.,Cost,Conversions,RECOMMENDATION,NEG LEVEL,REASON
cheer camp near me summer,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,1,1.89,0.00,OK,,Appears relevant
birchmont camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
freeport rec center summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,4,0.00,0.00,OK,,Appears relevant
lifetime summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
theatre summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
little gym summer camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
jesters lacrosse camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
baseball camp long island,CM - Nonbranded - Geo Priorities (MxCx),Baseball Camps,Phrase match (close variant),Added,0,0,0.00,0.00,OK,,Appears relevant
basketball camps near me 2025,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,0,0.00,0.00,OK,,Appears relevant
summer basketball camp 2025,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,0,0.00,0.00,OK,,Appears relevant
volleyball camp august,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,0,0,0.00,0.00,OK,,Appears relevant
primetime lacrosse camp,CM - Nonbranded - Other Geos (MxConv),Lacrosse Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camp long island 2026,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
tennis camp summer 2026,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
bac camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,,Appears relevant
summertech suny purchase,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
west point lacrosse camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
five stars tackle football,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
summer camps in stamford ct,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
stem camps near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
soccer near me for kids,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
soccer shots near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
greenport summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
2023 summer baseball camps,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
baseball lessons near me,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
summertech,CM - Non Brand - PMax,--,Performance Max,None,0,3,0.00,0.00,OK,,Appears relevant for Portland market
swimming camp,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
circus near me,CM - Non Brand - PMax,--,Performance Max,None,0,4,0.00,0.00,OK,,Appears relevant for Portland market
girls softball near me,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
free ymca summer camp,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
horseback riding,CM - Non Brand - PMax,--,Performance Max,None,0,7,0.00,0.00,OK,,Appears relevant for Portland market
swim lessons westchester,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
shibley day camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match,Added,3,72,12.16,0.00,OK,,Competitor matched: 'shibley'
future stars summer camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Exact match (close variant),Added,75,134,107.30,9.02,OK,,Has converted - protected from negation
future stars tournament baseball,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,0,0,0.00,0.00,OK,,Brand term matched: 'future stars'
summer camps,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,3,0.00,0.00,OK,,Appears relevant
southampton basketball camp,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Phrase match,None,1,1,0.90,0.00,OK,,Appears relevant
basketball summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),Added,2,4,3.46,0.00,OK,,Appears relevant
kings park summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,4,2.85,0.00,OK,,Appears relevant
basketball camp in long island,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
teen day camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
youth summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
suffolk county summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
children of america summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
boys and girls club summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
melville summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,4,0.00,0.00,OK,,Appears relevant
lynbrook summer playground 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
sport camps,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Exact match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
summer camps for 16 year olds,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
full day camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
fitness near me,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
sports camp near me,CM - Non Brand - PMax,--,Performance Max,None,1,2,5.71,0.00,OK,,Appears relevant for Portland market
mad science camp,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
ice skating camp,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
super soccer stars camp,CM - Non Brand - PMax,--,Performance Max,None,1,3,6.23,0.00,OK,,Appears relevant for Portland market
swimming lessons near me,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
encore dance academy,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
golf lessons for kids,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
volleyball teams near me,CM - Non Brand - PMax,--,Performance Max,None,1,2,0.34,0.00,OK,,Appears relevant for Portland market
sound lacrosse camp,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
volleyball camp,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Exact match,Added,6,27,10.73,0.00,OK,,Appears relevant
sports camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Exact match,Added,0,9,0.00,0.00,OK,,Appears relevant
field hockey camps on long island,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
bethpage summer camps,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
camps for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,2,12,5.80,0.00,OK,,Appears relevant
soccer training camps,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),Added,0,2,0.00,0.00,OK,,Appears relevant
summer camp for 4 years,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
new hyde park summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
summer camp long island 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,3,5,7.28,0.00,OK,,Appears relevant
summer camp for 5 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
swim camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
youth baseball camps 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer camp for high school students,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
champ camp kindercare,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
kids tennis lessons near me,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,0,0.00,0.00,OK,,Appears relevant
baseball day camp,CM - Nonbranded - Geo Priorities (MxCx),Baseball Camps,Exact match (close variant),None,0,0,0.00,0.00,OK,,Appears relevant
oasis camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match,Added,0,5,0.00,0.00,OK,,Competitor matched: 'oasis'
woodbury camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match (close variant),None,0,7,0.00,0.00,OK,,Competitor matched: 'woodbury'
camp w day camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match,Added,1,8,3.92,0.00,OK,,Competitor matched: 'camp w day camp'
future stars swim camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,1,1,0.01,0.00,OK,,Brand term matched: 'future stars'
future stars camp long island,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Exact match (close variant),None,0,0,0.00,0.00,OK,,Brand term matched: 'future stars'
spire basketball camp,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
summer camp bridgehampton,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match,None,0,0,0.00,0.00,OK,,Appears relevant
packing for summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
kids camps near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
st joseph's future stars camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Has converted - protected from negation
town of islip summer camps,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
youth basketball leagues near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
horseback riding near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
ivy league summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
dix hills adventure camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
pickleball summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
mohawk summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
volleyball practice near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
baseball camp near me,CM - Nonbranded - Other Geos (MxConv),Baseball Camps,Exact match (close variant),None,0,5,0.00,0.00,OK,,Appears relevant
tennis camp hamptons,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
donovan mitchell basketball camp,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
sarah behn basketball camp,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer camp in long island,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
camp ketcha,CM - pMax - Portland (MxConv),--,Performance Max,None,0,6,0.00,0.00,OK,,Appears relevant for Portland market
camp june,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
cheverus basketball camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
field hockey for beginners,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
volleyball camps summer 2026,CM - pMax - Portland (MxConv),--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
sports camps for teens,CM - pMax - Portland (MxConv),--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
falmouth rec summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
camp lunch ideas,CM - pMax - Portland (MxConv),--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
free summer camps near me for kids,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
explore popular places near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
wondercamp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
pgc basketball camps,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
merrick woods day camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
swimming club near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
indoor fun,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
volleyball,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
chess camps for kids near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
rising stars camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
acting camps summer 2025,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
camp parkwood,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
just kids sports,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
soccer for toddlers,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
teen tennis near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
rocking horse ranch,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
baseball for 2 year olds near me,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
soccer academy,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
swim coach near me,CM - Non Brand - PMax,--,Performance Max,None,0,3,0.00,0.00,OK,,Appears relevant for Portland market
lacrosse summer camps 2026,CM - Non Brand - PMax,--,Performance Max,None,0,3,0.00,0.00,OK,,Appears relevant for Portland market
horse trail rides near me,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
golf lessons,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
crossfit soccer training,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
nycfc camp,CM - Non Brand - PMax,--,Performance Max,None,0,3,0.00,0.00,OK,,Appears relevant for Portland market
soccer camp westchester,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
horseback riding summer camp,CM - Nonbranded - Geo Priorities (MxCx),Horseback Riding,Exact match (close variant),None,1,4,1.70,0.00,OK,,Appears relevant
tackle football summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
smithtown summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,6,0.00,0.00,OK,,Appears relevant
west hempstead summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,1,1.50,0.00,OK,,Appears relevant
long island day camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),Added,0,2,0.00,0.00,OK,,Appears relevant
malverne summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
baseball summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
greenburgh summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
swim summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
camp great adventure,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camp brentwood,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
soccer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,1,1,2.79,0.00,OK,,Appears relevant
camp for 3 year olds near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,5,0.00,0.00,OK,,Appears relevant
calvary tabernacle summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
farmingdale volleyball camp,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
soccer camps for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,0,0,0.00,0.00,OK,,Appears relevant
indoor tennis near me,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,0,0.00,0.00,OK,,Appears relevant
best tennis camps for kids,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Phrase match (close variant),None,0,0,0.00,0.00,OK,,Appears relevant
kids art camps summer 2025 near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,0,0.00,0.00,OK,,Appears relevant
buckley country day camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match (close variant),None,0,4,0.00,0.00,OK,,Competitor matched: 'buckley'
future stars summer camp near me,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Exact match (close variant),None,2,1,1.60,0.00,OK,,Brand term matched: 'future stars'
volleyball camp maine,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
camp shalom,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
badger sports camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
fastbreak camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
basketball near me kids,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
scissor dribble basketball,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
baseball camps near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
icamp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
family summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
basketball camps summer 2026 near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
basketball camp on long island,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
swimming camp for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
basketball camp for teens,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
nassau county summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,9,0.00,0.00,OK,,Appears relevant
camps near me for 5 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer care,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
golf camps for teens near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
volleyball training for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match (close variant),None,0,0,0.00,0.00,OK,,Appears relevant
summer camp for 15 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,0,0.00,0.00,OK,,Appears relevant
pickleball lessons near me,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
soccer for 4 year olds near me,CM - Non Brand - PMax,--,Performance Max,None,0,4,0.00,0.00,OK,,Appears relevant for Portland market
riverhead play place,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
summer camp hofstra,CM - Non Brand - PMax,--,Performance Max,None,0,3,0.00,0.00,OK,,Appears relevant for Portland market
adventure,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
matchpoint near me,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
tennis camp 5 year old,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
future stars summer camps patchogue,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,0,1,0.00,0.00,OK,,Brand term matched: 'future stars'
camp stamford ct,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
pace university pleasantville,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
escuela de basketball cerca de mi,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
volleyball para niñas cerca de mi,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
mckendree cheerleading,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
summer day camp near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
boys and girls club summer camp 2025,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
dna summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
coach bougie catching,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
west islip lacrosse camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
lifeguard camp near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
westhampton performing arts camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Appears relevant for Portland market
futurestars,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,OK,,Has converted - protected from negation
adventure day camp,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
chess game classes near me,CM - Non Brand - PMax,--,Performance Max,None,1,4,0.23,0.00,OK,,Appears relevant for Portland market
sports camps,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
libero camp near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,,Appears relevant
flag football camp,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Exact match (close variant),None,0,5,0.00,0.00,OK,,Appears relevant
after the bell summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
hawthorne summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
bnl summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
camp birchmont near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
group leader summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
gardner webb volleyball camp,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
kids camps near me 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
