Search term,Campaign,Ad group,Match type,Added/Excluded,Clicks,Impr.,Cost,Conversions,RECOMMENDATION,NEG LEVEL,REASON
hofstra university summer camps,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match (close variant),None,2,8,7.44,0.00,OK,,Competitor matched: 'hofstra'
future star camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Exact match (close variant),Added,0,1,0.00,0.00,OK,,Brand term matched: 'future star'
summer camp portland,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
soccer camps in maine,CM - pMax - Portland (MxConv),--,Performance Max,None,1,3,1.38,0.00,OK,,Appears relevant for Portland market
art camp near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
oyster bay summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
basketball summer camps in long island,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer camp forest hills,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
nassau county day camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,8,0.00,0.00,OK,,Appears relevant
greenwood trails camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
kids science camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer camps in long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
sayville athletic camps,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
plainview summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
true lacrosse summer camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
soccer clinic,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,9,0.00,0.00,OK,,Appears relevant
maplewood day camp wantagh,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,13,2.71,0.00,OK,,Appears relevant
suffolk county summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,9,22,24.54,0.00,OK,,Appears relevant
nova southeastern softball camp,CM - Nonbranded - Geo Priorities (MxCx),Softball Camps,Phrase match,None,1,2,2.84,0.00,OK,,Appears relevant
deer park summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
camps rus,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match (close variant),None,0,1,0.00,0.00,OK,,Competitor matched: 'camps rus'
soccer camp near me,CM - Nonbranded - Other Geos (MxConv),Football Camps,Phrase match (close variant),None,1,3,32.64,0.00,OK,,Appears relevant
ridge hill tennis,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,,Appears relevant
future stars flag football camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,1,2,3.32,0.00,OK,,Brand term matched: 'future stars'
fca sports camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
summer sports for kids near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
kieve camp maine,CM - pMax - Portland (MxConv),--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
camp for kids,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
affordable camps for kids,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
art camp near me summer 2026,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
teen summer programs near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
lacrosse camp new york,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
plainview summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
camp iroquois springs,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
youth flag football camps near me,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
horseback riding camp for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Horseback Riding,Phrase match,None,1,3,2.44,0.00,OK,,Appears relevant
camp crunchlabs com,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
ballet summer camp,CM - Nonbranded - Geo Priorities (MxCx),Dance Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
dance school summer,CM - Nonbranded - Geo Priorities (MxCx),Dance Camps,Exact match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
ypdc camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
mid island day camp calendar 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
tumbling summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,3,2.64,0.00,OK,,Appears relevant
basketball camp for 4 year olds,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,1,2,2.73,0.00,OK,,Appears relevant
space summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
volleyball for 5 year olds near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match (close variant),None,1,4,2.63,0.00,OK,,Appears relevant
bright horizon summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
checkmate lacrosse camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
art camp for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
kids summer camps,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
science camps for kids,CM - pMax - Portland (MxConv),--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
camp cheverus,CM - pMax - Portland (MxConv),--,Performance Max,None,0,4,0.00,0.00,OK,,Appears relevant for Portland market
summer day camp maine,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
jackson dart football camp,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,0,4,0.00,0.00,OK,,Appears relevant
summer camp for black kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
big chief camp east meadow,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,4,2.50,0.00,OK,,Appears relevant
summer camp age 12,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
patriots basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
island kids summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
port jefferson summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
sports camps nassau county,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
lifetime summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
long island summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match,Added,3,25,8.32,0.00,OK,,Appears relevant
jesters lacrosse camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
white plains camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
little gym summer camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
pre k summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
camp harbor st james,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,8,0.00,0.00,OK,,Appears relevant
summer day care,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
freeport rec center summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
lifetime fitness summer camp for kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
ultimate enrichment summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
basketball camp near me,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Exact match (close variant),Added,0,1,0.00,0.00,OK,,Appears relevant
greenburgh tennis camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
soccer summer camps,CM - pMax - Portland (MxConv),--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
ccsc softball camps,CM - Nonbranded - Geo Priorities (MxCx),Softball Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
soccer camp in long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
babylon summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
softball camp for girls,CM - Nonbranded - Geo Priorities (MxCx),Softball Camps,Phrase match,None,1,3,2.77,0.00,OK,,Appears relevant
summer camp art,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
kindergarten prep summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer camp nassau county,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,7,0.00,0.00,OK,,Appears relevant
yoga summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
rec camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
basketball camps near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match,Added,5,42,13.00,0.00,OK,,Appears relevant
three village theater camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
basketball camps westchester,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
southampton tennis,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,5,0.00,0.00,OK,,Appears relevant
fiddlehead summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,1,2,1.41,0.00,OK,,Appears relevant for Portland market
maine summer camps,CM - pMax - Portland (MxConv),--,Performance Max,None,1,3,1.32,0.00,OK,,Appears relevant for Portland market
nassau county lacrosse camps,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer camps for 13 year old boys,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,2,1,5.52,0.00,OK,,Appears relevant
long island health and racquet summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camp 12 year old boy,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
cap summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,4,0.00,0.00,OK,,Appears relevant
summer camp 3 years old near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
horizon summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
hofstra volleyball camp,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,1,9,2.70,0.00,OK,,Appears relevant
summer camp smithtown,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,5,2.98,0.00,OK,,Appears relevant
long island health and racquet summer camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
summer camp public speaking,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
summer programs for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
nasa camp for kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
laconda camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,2,2.84,0.00,OK,,Appears relevant
summer basketball for boys,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
holtsville ecology center camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camps for kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),Added,1,7,2.83,0.00,OK,,Appears relevant
best summer soccer camps,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match,Added,8,72,22.25,0.00,OK,,Appears relevant
tennis camp near me,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Exact match (close variant),None,1,4,0.42,0.00,OK,,Appears relevant
westhampton tennis and sport,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,1,5,10.44,0.00,OK,,Appears relevant
camp venture portland maine,CM - pMax - Portland (MxConv),--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
summer camp deer park,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,5,0.00,0.00,OK,,Appears relevant
summer camp 5th grade,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
youth summer programs near me,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camps for teens near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
hauppauge soccer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
baseball summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
serious fun children's network camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
e12 lacrosse camps,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
one river summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
hampton university football prospect camp,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer camps for 16 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
gymnastics summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
gymnastic camps summer 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
camp huntington high falls ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
lacrosse camps long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,16,0.00,0.00,OK,,Appears relevant
fastbreak summer camp,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
shibley summer camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match,Added,0,2,0.00,0.00,OK,,Competitor matched: 'shibley'
future stars,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Exact match,Added,90,237,117.69,5.57,OK,,Brand term matched: 'future stars'
chess camp near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
y camp of maine,CM - pMax - Portland (MxConv),--,Performance Max,None,0,3,0.00,0.00,OK,,Appears relevant for Portland market
first tee golf camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
summer rec,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
westchester day camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,,Appears relevant
camp echo lake ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer language camps for kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
gymnastic camps near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
nyu volleyball camp,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
garden city camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
summer camp advantages,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
long island summer camps 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
science summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
camp usdan,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
girls volleyball summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,0,9,0.00,0.00,OK,,Appears relevant
hofstra dance camp,CM - Nonbranded - Geo Priorities (MxCx),Dance Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
summer recreation programs,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
cheer camps summer 2026,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
acro summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Dance Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
camps in long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,2,7,5.47,0.00,OK,,Appears relevant
tennis camps for girls,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Phrase match,None,1,3,3.71,0.00,OK,,Appears relevant
smcc basketball camp,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Phrase match,None,1,1,4.03,0.00,OK,,Appears relevant
usm volleyball camp 2026,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
basketball summer camp 5 year old,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,6,0.00,0.00,OK,,Appears relevant
piers summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
summer camp long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
wiffle ball camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
greenwich warriors lacrosse camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,1,2,3.22,0.00,OK,,Appears relevant
summer camps on li,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
william floyd summer camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
soccer camp near me for kids,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
winnie summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
baseball summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camp for 10 year olds,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
camp adventure long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
rising star summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer camps 2026 near me,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
boys summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
summer youth programs,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,6,0.00,0.00,OK,,Appears relevant
girls scouts summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
parkour summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camps on li,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
sports camp in westchester,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
fscamps old westbury,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Brand term matched: 'fscamps'
future stars near me,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Exact match (close variant),None,32,98,7.63,1.00,OK,,Brand term matched: 'future stars'
summer basketball camps,CM - pMax - Portland (MxConv),--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
club scikidz,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
age for size 5 soccer ball,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
gymnastics summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,4,2.86,0.00,OK,,Appears relevant
counselor in training summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
camp long island ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,1,2,2.97,0.00,OK,,Appears relevant
basketball summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),None,0,10,0.00,0.00,OK,,Appears relevant
deer park summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
summer volleyball camps on long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,1,2.71,0.00,OK,,Appears relevant
walt whitman summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
islip town camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
kids sports camp summer 2026,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
football camp near me,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Exact match (close variant),None,1,3,2.62,0.00,OK,,Appears relevant
kindergarten camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,,Appears relevant
longwood school district summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
kid strong summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer school programs near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,2,2.68,0.00,OK,,Appears relevant
orchestra summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
for kids summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
young people's day camp hicksville,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
summer camps for 5 year old near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
