Search term,Campaign,Ad group,Match type,Added/Excluded,Clicks,Impr.,Cost,Conversions,RECOMMENDATION,NEG LEVEL,REASON
trip to costa rica for two,Search - Resor,Trip planner,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica monkey tours,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica unique experiences,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
tilajari muelle de san carlos,Search - Resor,Trip & Vacation,Phrase match (close variant),None,1,1,6.07,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica family tours,Search - Resor,Family Packages,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
groupon to costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,1,2,1.64,0.00,OK,,Appears relevant - luxury package buyer intent
trip to costa rica all inclusive,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica retreat,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica trip,Search - Resor,Trip & Vacation,Exact match,Added,1,27,1.67,0.00,OK,,Appears relevant - luxury package buyer intent
sjo to quepos,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive trip to costa rica,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica diving,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
to do in costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,1,1,2.10,0.00,OK,,Appears relevant - luxury package buyer intent
ewr to costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
ritz carlton costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
travelocity costa rica,Search - Resor,Vacation Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
tours in san jose costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
places to stay in costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica all inclusive resort,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,2,6,5.32,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive in jaco costa rica,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
travel to costa rica,Search - Resor,Travel Packages,Exact match (close variant),None,1,2,1.87,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica accommodations,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best area to stay in san jose costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica nature tour,Search - Resor,Travel Packages,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
vacation in costa rica,Search - Resor,Trip & Vacation,Exact match,Added,1,3,2.64,0.00,OK,,Appears relevant - luxury package buyer intent
dreams la mareas,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive in costa rica for families,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
travel costa rica,Search - Resor,Travel Packages,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
macua tours costa rica,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica vacation spots,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best western jaco beach all inclusive resort costa rica,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
solo trip to costa rica,Search - Resor,Travel Packages,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best western jaco beach all inclusive resort costa rica,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica honeymoon,Search - Resor,Honeymoon & Romance,Exact match,Added,0,11,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica packages costco,Search - Resor,Vacation Packages,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica nature tour,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costco costa rica packages,Search - Resor,Vacation Packages,Phrase match,None,0,4,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
unique stays costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
코스타리카 여행 추천,Search - Resor,Travel Packages,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
dream las mareas costa rica,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica tour packages all inclusive,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
should i go to costa rica in july,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
mco to san jose costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica tour package,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,1,1,4.00,0.00,OK,,Appears relevant - luxury package buyer intent
custom tours costa rica,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive in jaco costa rica,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,1,1,2.34,0.00,OK,,Appears relevant - luxury package buyer intent
dreams las mareas costa rica,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,1,1,3.93,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica rentals with chef,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica tours,Search - Resor,Trip & Vacation,Exact match (close variant),Added,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica 5 day vacation,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
campsites in costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,1,2,1.93,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive resort costa rica family,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica adventures,Search - Resor,Travel Packages,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica tour packages,Search - Resor,Vacation Packages,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best way to do costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best cities to stay in costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
retreats in costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica local tour companies,Search - Resor,Travel Agent & Agency,Exact match (close variant),None,1,1,5.18,0.00,OK,,Appears relevant - luxury package buyer intent
contiki costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica retreats for women,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive costa rica packages,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
top destination in costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
atv tours in san jose costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica family trip,Search - Resor,Family Packages,Exact match,Added,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica surf,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costco costa rica vacation packages,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
sjo to santa teresa,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive los suenos,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
condovac la costa all inclusive,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica family all inclusive,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica all inclusive trips,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica dirt bike tours,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
ticket to costa rica price,Search - Resor,Travel Packages,Phrase match (close variant),None,1,1,3.46,0.00,OK,,Appears relevant - luxury package buyer intent
must visit places in costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive costa rica trip,Search - Resor,All-Inclusive & Custom,Exact match,Added,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica in november,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica in december,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
atv riding in costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
san jose to arenal,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive to costa rica,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,1,4,1.79,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica villa with chef,Search - Resor,Luxury Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica all inclusive resort,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,5,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best place to stay in costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
tours en costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica in january,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
roundtrip costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
geo expedition cr,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
trips to san jose costa rica,Search - Resor,Travel Packages,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
tripmasters costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
plan a trip to costa rica all inclusive,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive vacations in costa rica,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,1,1,1.67,0.00,OK,,Appears relevant - luxury package buyer intent
best month to visit costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
5 day costa rica vacation package,Search - Resor,Vacation Packages,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
caribou beach and jungle resort,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
cc beachfront papagayo all inclusive,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive resort in costa rica for families,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best costa rica all inclusive vacation packages,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive trip to costa rica,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica vacation packages,Search - Resor,Vacation Packages,Exact match,Added,5,36,39.57,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica vacation,Search - Resor,Trip & Vacation,Exact match,Added,2,31,6.14,0.00,OK,,Appears relevant - luxury package buyer intent
best all inclusive resort in costa rica,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,3,2,5.71,0.00,OK,,Appears relevant - luxury package buyer intent
namu travel,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
nekajui a ritz carlton,Search - Resor,Luxury Packages,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica romantic getaway,Search - Resor,Honeymoon & Romance,Exact match (close variant),None,1,1,1.88,0.00,OK,,Appears relevant - luxury package buyer intent
place in costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica wellness retreat 2026,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica the westin reserva conchal package,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica all inclusive kids,Search - Resor,Family Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica tours for families,Search - Resor,Family Packages,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
places to stay in costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
the westin in costa rica,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive vacations to costa rica,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,1,3,7.27,0.00,OK,,Appears relevant - luxury package buyer intent
safest place to travel in costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica packages all inclusive,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
trips to costa rica,Search - Resor,Travel Packages,Exact match (close variant),None,0,4,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive vacation in costa rica,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica package,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica gate 1 travel,Search - Resor,Trip planner,Phrase match (close variant),None,1,1,1.56,0.00,OK,,Appears relevant - luxury package buyer intent
uvita places to stay,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica groupon,Search - Resor,Vacation Packages,Phrase match (close variant),None,1,2,1.91,0.00,OK,,Appears relevant - luxury package buyer intent
how long do you need in costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
tours en costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,1,1,2.33,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica trip packages,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
couples retreat costa rica,Search - Resor,Honeymoon & Romance,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica rappelling,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best travel agency for costa rica,Search - Resor,Travel Packages,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive wedding packages costa rica,Search - Resor,All-Inclusive & Custom,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica family vacations,Search - Resor,Family Packages,Exact match (close variant),None,1,8,2.37,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica vacation tour packages,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
travel agent costa rica,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best volcanoes to visit in costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
tours and transfers costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
resort en costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica vacation package,Search - Resor,Vacation Packages,Exact match,Added,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica wedding packages,Search - Resor,Vacation Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica points of interest,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
trips to costa rica,Search - Resor,Travel Packages,Exact match (close variant),None,1,3,5.85,0.00,OK,,Appears relevant - luxury package buyer intent
westin playa conchal costa rica all inclusive,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
beach resort in costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
playas del coco tours,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
ewr to costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
family trip to costa rica,Search - Resor,Family Packages,Exact match,Added,3,3,3.94,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica couples vacation,Search - Resor,Honeymoon & Romance,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
nauyaca waterfalls costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best cities to visit in costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive in costa rica adults only,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,1,4,1.92,0.00,OK,,Appears relevant - luxury package buyer intent
claritas jaco,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
hilton puntarenas costa rica,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,1,1,2.24,0.00,OK,,Appears relevant - luxury package buyer intent
lomas del volcan costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
i want to travel to costa rica,Search - Resor,Travel Packages,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive packages to costa rica,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,2,3,9.43,0.00,OK,,Appears relevant - luxury package buyer intent
vacation packages to costa rica all inclusive,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica papagayo all inclusive,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica travel costs,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best costa rica all inclusive,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
tripmasters costa rica,Search - Resor,Trip planner,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica what to see,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
surf camp in costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
things to see in costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
nauyaca waterfall tour,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
la fortuna costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
jaco costa rica all inclusive,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
vacation packages in costa rica all inclusive,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica tours,Search - Resor,Travel Packages,Exact match (close variant),None,3,5,8.17,0.00,OK,,Appears relevant - luxury package buyer intent
nomad america costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
tours costa rica 2026,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
ny to costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
toronto to costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,1,1,1.67,0.00,OK,,Appears relevant - luxury package buyer intent
occidental costa rica,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
all inclusive trips to costa rica 2026,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Has converted - protected from negation
trips to costa rica,Search - Resor,Vacation Packages,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
westin playa conchal costa rica,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
going to costa rica for the first time,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
trivago costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best place costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,1,1,1.35,0.00,OK,,Appears relevant - luxury package buyer intent
tour costa rica packages,Search - Resor,All-Inclusive & Custom,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
nekajui peninsula papagayo a ritz carlton reserve prices,Search - Resor,Luxury Packages,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica tours,Search - Resor,Vacation Packages,Exact match (close variant),None,0,5,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica travel ideas,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
vacation in costa rica safe,Search - Resor,Trip & Vacation,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
honeymoon in costa rica all inclusive,Search - Resor,Honeymoon & Romance,Exact match (close variant),None,1,3,1.68,0.00,OK,,Appears relevant - luxury package buyer intent
drivers in costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica en julio,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
pura vida travelling,Search - Resor,Travel Agent & Agency,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica solo travel,Search - Resor,Travel Packages,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
hilton costa rica all inclusive,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
costa rica all inclusive,Search - Resor,Trip planner,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Has converted - protected from negation
san jose to uvita costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
occidental papagayo culebra bay costa rica,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
caribou beach and jungle resort,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
visit costa rica,Search - Resor,Trip & Vacation,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
the westin reserva conchal an all inclusive golf resort & spa,Search - Resor,All-Inclusive & Custom,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
crocodile bay in costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
best place to stay in costa rica,Search - Resor,Travel Packages,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
hot springs costa rica,Search - Resor,Trip & Vacation,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant - luxury package buyer intent
