Search term,Campaign,Ad group,Match type,Added/Excluded,Clicks,Impr.,Cost,Conversions,RECOMMENDATION,NEG LEVEL,REASON
active camp registration,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
summer camp camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
tennis southampton,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,,Appears relevant
summer camps next week,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
nassau county summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camp for boys near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
volleyball camp,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Exact match (close variant),Added,0,1,0.00,0.00,OK,,Appears relevant
tennis camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Exact match,Added,0,2,0.00,0.00,OK,,Appears relevant
kenwal day camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match,Added,0,5,0.00,0.00,OK,,Competitor matched: 'kenwal'
oasis camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match (close variant),Added,0,4,0.00,0.00,OK,,Competitor matched: 'oasis'
summer programs for kids,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camps near me for kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,1,2,0.83,0.00,OK,,Appears relevant
future stars promo code,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,0,1,0.00,0.00,OK,,Brand term matched: 'future stars'
summer basketball camps,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),Added,0,1,0.00,0.00,OK,,Appears relevant
camps for 6 year olds near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
westchester county basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
amazing athletes summer camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
day camps in nassau county ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
panther soccer summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,1,2,4.06,0.00,OK,,Appears relevant
camp r us,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match (close variant),None,0,8,0.00,0.00,OK,,Competitor matched: 'camp r us'
manning football camp,CM - Nonbranded - Other Geos (MxConv),Football Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
daycamp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
sports camp near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
goalie soccer camps,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
campus camps holbrook,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
summer camp in long island,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
soccer camp westchester,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
pierce country day camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match (close variant),None,2,9,8.04,0.00,OK,,Competitor matched: 'pierce'
volleyball camp for kids,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer soccer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
sports camps near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Exact match (close variant),Added,0,2,0.00,0.00,OK,,Appears relevant
ninja camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
future stars tennis,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,0,1,0.00,0.00,OK,,Brand term matched: 'future stars'
youth leadership training,CM - pMax - Portland (MxConv),--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
syosset summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
patriots football camp,CM - Nonbranded - Other Geos (MxConv),Football Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
football camps,CM - Nonbranded - Other Geos (MxConv),Football Camps,Exact match,Added,1,4,28.04,1.00,OK,,Appears relevant
basketball camp summer 2026,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
ymca camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
long island day camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer programs for kids long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
baseball camps westchester ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
hofstra summer camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match,Added,0,10,0.00,0.00,OK,,Competitor matched: 'hofstra'
summer camp sessions,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
volleyball for girls age 10 near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer camps nassau county,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
summer camp for 7 year olds near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
nassau county summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
gymnastics camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
hofstra summer camps,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match,Added,0,2,0.00,0.00,OK,,Competitor matched: 'hofstra'
camp sunshine,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match,Added,1,3,2.16,0.00,OK,,Appears relevant
1 week camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
farmingdale summer rec,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
st marys summer camps 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
usdan tuition,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
girls softball camps near me,CM - Nonbranded - Geo Priorities (MxCx),Softball Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
club fit tennis camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
basketball camps near me,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Exact match,Added,1,3,5.55,0.00,OK,,Appears relevant
low price summer camps,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),Added,1,23,1.61,0.00,OK,,Appears relevant
summer camps long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
kids camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
tumbling summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
cheerleading camp long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
art camp for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
kids tennis camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
luhi summer camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match,Added,2,43,7.75,0.00,OK,,Competitor matched: 'luhi'
deer park summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
half day summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,4,2.13,0.00,OK,,Appears relevant
cortlandt manor summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
swim camp summer 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
basketball camp westchester,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer day camps,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,3,0.00,0.00,OK,,Appears relevant
volleyball camp in new york,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,1,7,2.02,0.00,OK,,Appears relevant
lavner education summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
art camp for 12 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
southern maine summer camps,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
elon football summer camps,CM - Nonbranded - Other Geos (MxConv),Football Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
dcc kids camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
future stars adventure camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,0,2,0.00,0.00,OK,,Brand term matched: 'future stars'
armonk tennis camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer basketball camps near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,Added,0,1,0.00,0.00,OK,,Appears relevant
lady tiger basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
soccer training camps near me,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,1,4,1.75,0.00,OK,,Appears relevant
summer theater camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
futurestars,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Exact match (close variant),None,0,1,0.00,0.00,OK,,Brand term matched: 'futurestars'
local camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
soccer summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,2,5,3.24,0.00,OK,,Appears relevant
future stars near me,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Exact match (close variant),None,11,36,2.66,0.00,OK,,Brand term matched: 'future stars'
summer day camps in westchester,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,1,4,7.20,0.00,OK,,Appears relevant
soccer summer camp long island,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,1,3,1.40,0.00,OK,,Appears relevant
basketball summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),None,0,6,0.00,0.00,OK,,Appears relevant
summer dance camps,CM - Nonbranded - Geo Priorities (MxCx),Dance Camps,Exact match (close variant),None,1,3,3.40,0.00,OK,,Appears relevant
summer camp in nassau county,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,4,0.00,0.00,OK,,Appears relevant
longwood school district summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
cheverus sports camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
football camp summer 2026,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
summer camps for 15 year old,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
mineola summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
day camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match,Added,0,1,0.00,0.00,OK,,Appears relevant
kid strong camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
belhaven football camp,CM - Nonbranded - Other Geos (MxConv),Football Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer dance camps,CM - Nonbranded - Other Geos (MxConv),Dance Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
fredonia summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
long island summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
future stars day camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Exact match (close variant),None,3,5,0.89,0.00,OK,,Brand term matched: 'future stars'
summer soccer registration 2026,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,1,1,1.44,0.00,OK,,Appears relevant
camp kaylie near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
track camp long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camp for 12 year olds near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
summer sports kids,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
esf camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,Excluded,0,2,0.00,0.00,ALREADY EXCLUDED,,Already added as negative
hofstra summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,Excluded,0,1,0.00,0.00,ALREADY EXCLUDED,,Already added as negative
arsenal camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),Excluded,0,1,0.00,0.00,ALREADY EXCLUDED,,Already added as negative
what size soccer ball for 8 year old,CM - pMax - Portland (MxConv),--,Performance Max,Excluded,0,1,0.00,0.00,ALREADY EXCLUDED,,Already added as negative
scarsdale camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,Excluded,0,2,0.00,0.00,ALREADY EXCLUDED,,Already added as negative
horse camp,CM - Nonbranded - Geo Priorities (MxCx),Horseback Riding,Exact match (close variant),Excluded,0,2,0.00,0.00,ALREADY EXCLUDED,,Already added as negative
donovan mitchell camp,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Phrase match (close variant),Excluded,0,1,0.00,0.00,ALREADY EXCLUDED,,Already added as negative
bballstars411,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match (close variant),Excluded,0,1,0.00,0.00,ALREADY EXCLUDED,,Already added as negative
